Fall 12,COLL 184 002,18058,"Hrothgar, -",16,,,1.46,1.23,1.31,1.46,1.31,1.54,1.31,1.31,1.38,1.54,1.46,1.62,1.46,1.62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,12
Fall 12,COLL 185 001,18019,"Chang, Alison J.",15,,,1.31,1.46,1.46,1.31,1.23,1.54,1.62,1.38,1.31,1.69,2.00,1.85,1.69,1.85,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,5,8
Fall 12,COLL 186 001,18135,"Schwartz-Micheaux, Janet E.",12,,,1.20,1.30,1.30,1.30,1.30,1.30,1.30,1.22,1.30,1.20,1.20,1.60,1.25,1.00,10,10,10,10,10,10,10,9,10,10,10,10,8,10,10,5,7
Fall 12,COLL 200 002,16940,"Cox, Steven J.",6,,,2.25,2.25,2.67,2.33,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.00,2.25,2.75,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4
Fall 12,COLL 200 003,16941,"Duno-Gottberg, Luis",2,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
Fall 12,COLL 200 005,16943,"Achard, Michel J.",2,,,3.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,1.00,3.00,4.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
Fall 12,COLL 200 009,16947,"Gorman, Bridget K.",2,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,1.50,1.50,1.50,1.50,1.50,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,1,2
Fall 12,COLL 200 010,16948,"Sawyer, Dale S.",2,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
Fall 12,COLL 200 011,16949,"Byrd, Alexander X.",2,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
Fall 12,COLL 200 012,18234,"Crear, Shelah F.",3,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.33,1.00,1.33,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3
Fall 12,COLL 201 001,16934,"Ramirez, Rodolfo",21,,,1.35,1.29,1.24,1.24,2.06,1.24,1.41,1.24,1.18,1.35,1.24,1.00,1.24,4.53,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,9
Fall 12,COLL 202 001,17142,"Elkhouri, Roger E.",29,,,1.57,1.57,1.52,1.48,1.43,1.35,1.39,1.39,1.14,1.74,1.61,1.83,1.45,1.43,23,23,23,23,23,23,23,23,22,23,23,23,22,23,22,23,5
Fall 12,COLL 207 001,17890,"Thomas, Paul J.",10,,,1.57,1.29,1.71,1.29,1.57,1.29,1.29,1.43,1.29,1.50,1.75,1.25,1.63,4.00,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,2
Fall 12,COLL 207 001,17890,"Hassin, Bryan G.",10,,,1.50,1.50,1.50,1.50,1.63,1.63,1.50,1.43,1.50,1.50,1.75,1.25,1.63,4.00,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,2
Fall 12,COLL 299 001,17164,"Kemmer, Suzanne E.",16,M7,25,2.05,2.14,2.09,1.77,2.09,2.14,2.14,2.14,2.14,2.14,2.00,2.45,1.86,1.14,22,22,22,22,22,22,22,21,22,22,22,22,22,22,20,8,17
Fall 12,COMM 103 001,13006,"Birge, Sarah E.",15,,,1.83,1.83,1.58,1.58,1.67,1.83,1.83,1.75,1.75,2.08,1.92,2.08,2.00,2.58,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,6
Fall 12,COMM 103 002,13007,"Johnston, Lisa J.",14,,,1.09,1.09,1.09,1.09,1.09,1.18,1.27,1.09,1.18,1.18,1.45,1.55,1.55,3.55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,4
Fall 12,COMM 103 003,13008,"Festa, Elizabeth A.",9,,,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.80,1.60,1.80,1.80,2.60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
Fall 12,COMM 103 004,17183,"Johnston, Lisa J.",14,,,1.25,1.46,1.31,1.23,1.31,1.69,1.69,1.46,1.54,1.38,1.69,1.85,1.69,2.85,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,7
Fall 12,COMM 103 005,17926,"Johnston, Lisa J.",13,,,1.25,1.50,1.33,1.33,1.42,1.50,1.58,1.33,1.42,1.25,1.25,2.00,1.67,3.25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,9,7
Fall 12,COMM 103 006,18051,"Yeo, Jayme M.",14,,,1.42,1.50,1.42,1.42,1.50,1.58,1.55,1.50,1.42,1.75,1.50,1.50,1.67,3.08,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,9,7
Fall 12,COMM 103 007,18052,"Yeo, Jayme M.",12,,,1.13,1.25,1.25,1.13,1.13,1.13,1.13,1.13,1.13,1.25,1.25,1.25,1.25,2.63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,3
Fall 12,COMM 103 008,18053,"Peterson, Christine L.",12,,,1.86,1.86,1.83,2.00,2.57,2.43,2.43,2.29,2.14,2.29,2.86,2.43,2.50,3.00,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,3
Fall 12,COMM 103 009,18054,"Locke, Joseph L.",10,,,2.00,2.30,1.70,1.80,1.80,1.90,2.10,2.00,1.80,2.30,2.00,2.10,2.50,3.80,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,4
Fall 12,COMP 100 001,11748,"Greiner, John D.",32,,,1.58,2.04,1.50,1.67,1.92,2.04,2.08,1.88,1.83,1.64,1.56,2.13,1.92,2.72,24,24,24,24,24,24,24,24,24,25,25,24,25,25,25,24,8
Fall 12,COMP 140 A01,13592,"Subramanian, Devika",28,XB,92,1.21,1.46,1.27,1.27,1.28,1.26,1.29,1.29,1.18,1.51,1.41,1.41,1.46,3.59,91,91,91,91,90,91,91,90,91,91,91,91,91,91,91,84,31
Fall 12,COMP 140 A02,14933,"Subramanian, Devika",31,XB,92,1.21,1.46,1.27,1.27,1.28,1.26,1.29,1.29,1.18,1.51,1.41,1.41,1.46,3.59,91,91,91,91,90,91,91,90,91,91,91,91,91,91,91,84,31
Fall 12,COMP 140 A03,16262,"Subramanian, Devika",33,XB,92,1.21,1.46,1.27,1.27,1.28,1.26,1.29,1.29,1.18,1.51,1.41,1.41,1.46,3.59,91,91,91,91,90,91,91,90,91,91,91,91,91,91,91,84,31
Fall 12,COMP 160 001,13593,"Greiner, John D.",22,,,1.80,1.75,1.60,1.65,1.70,1.65,1.75,1.74,1.58,1.40,1.50,1.80,1.50,2.95,20,20,20,20,20,20,20,19,19,20,20,20,20,20,20,20,7
Fall 12,COMP 160 001,13593,"Warren, Joe D.",22,,,1.50,1.50,1.30,1.40,1.50,1.55,1.45,1.47,1.50,1.40,1.50,1.80,1.50,2.95,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,7
Fall 12,COMP 160 001,13593,"Rixner, Scott",22,,,1.60,1.60,1.45,1.45,1.85,1.60,1.55,1.60,1.40,1.40,1.50,1.80,1.50,2.95,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,7
Fall 12,COMP 162 001,13961,"Statz, Jeremy",20,,,1.41,1.65,1.47,1.41,1.47,1.53,1.59,1.35,1.24,1.88,1.53,1.41,1.59,2.47,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8
Fall 12,COMP 215 001,17062,"Jermaine, Christopher M.",71,,,1.85,2.09,1.94,1.79,1.81,1.79,1.81,1.85,1.72,1.93,1.54,1.70,1.76,3.61,67,67,67,67,67,67,67,66,67,67,67,67,67,66,67,63,22
Fall 12,COMP 310 001,15512,"Wong, Stephen B.",14,XA,50,1.64,1.98,1.46,1.36,1.67,1.48,1.57,1.66,1.31,1.74,1.43,1.40,1.68,3.57,42,42,41,42,42,42,42,41,42,42,42,40,41,42,41,42,17
Fall 12,COMP 310 002,17945,"Wong, Stephen B.",24,XA,50,1.64,1.98,1.46,1.36,1.67,1.48,1.57,1.66,1.31,1.74,1.43,1.40,1.68,3.57,42,42,41,42,42,42,42,41,42,42,42,40,41,42,41,42,17
Fall 12,COMP 310 003,17946,"Wong, Stephen B.",12,XA,50,1.64,4.98,1.46,1.36,1.67,1.48,1.57,1.66,1.31,1.74,1.43,1.40,1.68,3.57,42,42,41,42,42,42,42,41,42,42,42,40,41,42,41,42,17
Fall 12,COMP 326 001,11825,"Varman, Peter J.",3,K7,55,1.67,1.92,1.46,1.61,1.62,1.73,1.88,1.78,1.59,1.88,1.90,2.20,2.02,2.69,51,51,50,51,50,51,51,51,51,51,50,51,51,51,50,51,16
Fall 12,COMP 360 001,13588,"Goldman, Ronald N.",4,,,1.50,2.00,1.75,1.75,2.00,2.00,1.50,2.00,1.75,2.00,2.00,1.25,2.00,4.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1
Fall 12,COMP 370 001,14865,"Havlak, Paul H.",13,L2,19,2.38,2.63,2.44,1.88,1.94,2.38,2.38,2.60,2.13,2.94,2.19,2.19,2.67,2.69,16,16,16,16,16,16,16,15,16,16,16,16,15,16,16,15,8
Fall 12,COMP 409 001,17762,"Vardi, Moshe Y.",15,,,1.46,1.85,1.85,1.31,1.54,1.42,1.46,1.83,1.31,1.93,1.79,1.29,1.79,3.86,13,13,13,13,13,12,13,12,13,14,14,14,14,14,14,14,3
Fall 12,COMP 410 001,11747,"Wong, Stephen B.",14,,,1.17,1.25,1.25,1.08,1.08,1.17,1.25,1.17,1.25,1.50,1.36,1.25,1.33,4.50,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,1
Fall 12,COMP 411 001,16522,"Cartwright, Robert S.",8,,,2.38,2.50,1.75,1.88,2.50,2.13,2.50,2.38,1.63,2.00,1.63,2.00,2.25,4.00,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
Fall 12,COMP 412 001,10723,"Cooper, Keith D.",63,,,1.50,1.53,1.62,1.33,1.31,1.41,1.43,1.38,1.24,1.58,1.54,1.70,1.48,3.24,58,58,58,58,58,58,58,58,58,59,59,57,56,59,58,58,26
Fall 12,COMP 425 001,10725,"Simar, Ray",29,E7,83,1.31,1.31,1.34,1.22,1.40,1.51,1.45,1.36,1.25,1.40,1.67,2.23,1.52,1.82,72,72,71,72,72,72,71,70,72,73,73,73,71,73,72,73,20
Fall 12,COMP 435 001,17828,"Stein, Robert M.",6,D5,22,1.32,1.32,1.22,1.37,1.37,1.26,1.26,1.26,1.11,1.68,1.56,1.73,1.77,2.73,19,19,18,19,19,19,19,19,19,22,18,22,22,22,22,21,8
Fall 12,COMP 435 001,17828,"Byrne, Michael D.",6,D5,22,1.38,1.43,1.30,1.29,1.43,1.43,1.38,1.38,1.19,1.68,1.56,1.73,1.77,2.73,21,21,20,21,21,21,21,21,21,22,18,22,22,22,22,21,8
Fall 12,COMP 446 002,18139,"Cutler, Scott E.",14,62,16,1.31,1.31,1.00,1.00,1.15,1.08,1.15,1.18,1.23,1.31,1.23,1.31,1.31,4.08,13,13,13,12,13,13,13,11,13,13,13,13,13,13,13,13,3
Fall 12,COMP 450 001,10729,"Kavraki, Lydia E.",22,F5,23,1.50,1.82,1.41,1.68,1.55,1.68,1.70,1.68,1.27,1.59,1.32,1.59,1.68,3.68,22,22,22,22,22,22,20,22,22,22,22,22,22,22,22,21,5
Fall 12,COMP 481 001,17763,"Goldman, Ronald N.",25,,,1.67,1.83,1.46,1.75,1.67,1.79,1.83,1.83,1.63,1.83,1.67,1.33,1.96,4.21,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,9
Fall 12,COMP 507 001,18043,"Chaudhuri, Swarat",10,,,1.60,1.70,1.20,1.50,1.30,1.40,1.50,1.56,1.40,1.80,1.70,1.40,1.80,3.70,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,3
Fall 12,COMP 520 001,16517,"Cox, Alan L.",19,B0,20,1.58,1.58,1.37,1.21,1.53,1.42,1.47,1.47,1.21,1.74,1.95,1.61,1.89,2.79,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,9
Fall 12,COMP 522 001,12141,"Mellor-Crummey, John M.",10,,,1.56,1.63,1.50,1.33,1.44,1.67,1.44,1.56,1.22,1.67,1.78,1.89,1.67,3.67,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,1
Fall 12,COMP 524 001,10768,"Johnson, David B.",5,F3,13,1.31,1.46,1.31,1.31,1.31,1.38,1.54,1.38,1.15,1.31,1.62,1.46,1.46,3.00,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,3
Fall 12,COMP 527 001,13590,"Wallach, Dan S.",19,,,1.53,1.47,1.59,1.38,1.47,1.41,1.35,1.53,1.29,1.65,1.82,1.71,1.69,3.13,17,17,17,16,17,17,17,17,17,17,17,17,16,16,17,15,6
Fall 12,COMP 529 001,17764,"Ng, Tze Sing E.",9,C6,10,1.00,1.00,1.00,1.13,1.13,1.38,1.38,1.13,1.25,1.13,1.38,1.50,1.38,3.00,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
Fall 12,COMP 560 001,17349,"Goldman, Ronald N.",15,,,2.00,2.31,1.58,1.77,2.08,2.00,2.15,2.08,1.85,1.92,1.92,1.62,2.00,4.46,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,12,4
Fall 12,COMP 600 001,13595,"Greiner, John D.",62,,,1.88,1.94,1.60,1.82,1.98,2.06,2.06,2.02,2.00,1.98,2.24,2.38,2.02,1.70,50,50,50,50,50,50,50,49,50,50,50,50,49,50,50,19,42
Fall 12,COMP 601 001,18238,"McLurkin, James",5,,,1.80,1.40,1.40,1.60,1.40,1.40,1.40,1.60,1.40,1.80,1.60,2.40,1.60,2.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5
Fall 12,COMP 602 001,17672,"Merenyi, Erzsebet",0,G1,2,2.00,1.50,1.50,1.00,1.50,1.00,1.00,1.00,1.00,2.00,1.50,1.00,1.50,4.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Fall 12,COMP 651 001,17317,"McLurkin, James",3,,,1.50,1.50,1.50,1.50,1.50,2.00,1.50,1.50,1.50,1.50,1.50,2.50,1.50,1.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Fall 12,COMP 693 002,18242,"Cavallaro, Joseph",0,E5,4,2.00,2.50,2.00,2.00,2.00,2.50,1.50,2.00,2.00,2.33,2.33,2.00,2.67,2.00,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3
Fall 12,COMP 693 002,18242,"Brogioli, Michael",0,E5,4,2.33,2.00,2.00,2.33,2.00,2.00,2.33,2.00,1.67,2.33,2.33,2.00,2.67,2.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
Fall 12,CSCI 390 001,11861,"Kemmer, Suzanne E.",4,,,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.33,2.00,1.67,2.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
Fall 12,CSCI 481 001,11862,"Kemmer, Suzanne E.",3,,,1.33,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.67,1.33,1.67,1.67,4.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
Fall 12,EBIO 204 001,15152,"Greig, Nancy",17,F7,20,1.44,1.44,1.28,1.33,1.39,1.44,1.39,1.39,1.41,1.83,1.61,1.67,1.61,1.78,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,17,8
Fall 12,EBIO 213 001,15157,"Solomon, Scott E.",9,,,1.11,1.22,1.13,1.56,1.78,1.33,1.56,1.56,1.33,1.56,2.11,1.56,1.67,4.00,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,3
Fall 12,EBIO 213 002,15158,"Solomon, Scott E.",25,,,1.32,1.41,1.23,1.45,1.41,1.64,1.64,1.36,1.27,1.68,2.14,2.00,1.91,3.45,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,12
Fall 12,EBIO 213 003,15159,"Solomon, Scott E.",12,,,1.20,1.20,1.11,1.60,1.30,1.40,1.60,1.20,1.00,1.40,1.90,1.70,1.80,4.10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,6
Fall 12,EBIO 215 001,15230,"Solomon, Scott E.",2,,,2.50,3.00,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
Fall 12,EBIO 306 004,15166,"Miller, Thomas E.",4,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.67,1.00,3.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
Fall 12,EBIO 306 011,17096,"Dunham, Amy E.",4,,,1.25,1.25,1.50,1.25,1.00,1.00,1.00,1.00,1.00,1.50,1.50,1.25,1.25,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Fall 12,EBIO 306 012,17097,"Rudolf, Volker",2,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.50,2.50,2.50,2.50,3.00,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1
Fall 12,EBIO 323 001,15175,"Dunham, Amy E.",33,B1,34,1.76,2.06,1.39,1.82,1.64,1.88,1.88,1.88,1.52,1.94,1.82,2.12,1.91,2.84,33,33,33,33,33,33,33,33,33,33,33,33,33,32,32,30,10
Fall 12,EBIO 326 001,15416,"Miller, Thomas E.",46,,,1.46,1.77,1.74,2.05,2.10,2.08,2.05,2.03,1.74,1.79,2.18,2.00,2.08,3.05,39,39,38,39,39,39,39,39,39,39,39,38,38,39,39,34,13
Fall 12,EBIO 327 001,15415,"Simoes Correa, Adrienne M.",11,,,1.50,1.50,1.25,1.25,1.25,1.38,1.50,1.50,1.25,1.88,1.63,1.38,1.63,4.00,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
Fall 12,EBIO 330 001,15417,"Miller, Thomas E.",19,,,1.59,1.76,1.59,1.65,1.71,1.59,1.65,1.59,1.53,1.41,1.35,1.82,1.35,2.71,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,5
Fall 12,EBIO 331 001,15232,"Rudolf, Volker",12,C9,33,1.39,1.50,1.41,1.68,1.71,1.96,1.75,1.71,1.57,1.57,1.71,2.07,1.54,2.78,28,28,27,28,28,28,28,28,28,28,28,28,28,27,28,27,7
Fall 12,EBIO 333 001,15179,"Havlak, Paul H.",6,L2,19,2.38,2.63,2.44,1.88,1.94,2.38,2.38,2.60,2.13,2.94,2.19,2.19,2.67,2.69,16,16,16,16,16,16,16,15,16,16,16,16,15,16,16,15,8
Fall 12,EBIO 335 001,15874,"Havlak, Paul H.",7,,,2.50,2.50,1.75,1.75,1.50,2.00,2.00,2.00,1.75,2.75,1.75,2.00,2.25,1.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
Fall 12,EBIO 338 001,15180,"Jones, Thomas A.",4,,,1.25,1.50,1.00,1.25,1.25,1.75,2.00,1.75,1.50,1.75,1.75,1.75,1.75,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
Fall 12,EBIO 340 001,16455,"Masiello, Caroline A.",2,F2,17,1.69,1.88,2.06,1.63,1.81,1.94,1.81,1.93,1.63,2.38,2.13,2.19,2.40,3.63,16,16,16,16,16,16,16,15,16,16,16,16,15,16,16,15,1
Fall 12,EBIO 412 001,15418,"Solomon, Scott E.",27,,,1.92,2.12,1.92,2.08,2.24,2.32,2.32,2.32,2.00,2.24,2.48,2.12,2.67,4.12,25,25,24,25,25,25,25,25,25,25,25,25,24,25,25,25,9
Fall 12,EBIO 541 002,15193,"Kohn, Hans M.",2,,,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,2.00,2.00,2.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Fall 12,EBIO 541 004,15196,"Miller, Thomas E.",2,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Fall 12,EBIO 541 013,17098,"Dunham, Amy E.",2,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Fall 12,EBIO 541 014,17099,"Rudolf, Volker",7,,,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.40,1.20,1.20,1.20,1.60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3
Fall 12,EBIO 561 001,15201,"Kohn, Hans M.",5,,,1.67,1.67,1.33,1.67,1.67,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
Fall 12,EBIO 561 001,15201,"Putnam, Nicholas H.",5,,,2.00,2.00,2.00,2.00,2.33,2.33,2.33,2.33,2.33,1.33,1.33,1.33,1.33,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
Fall 12,EBIO 563 001,15202,"Miller, Thomas E.",9,,,1.25,1.25,1.00,1.00,1.25,1.00,1.25,1.25,1.25,1.25,1.00,1.00,1.25,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
Fall 12,EBIO 569 001,15203,"Siemann, Evan H.",3,,,2.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,2.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Fall 12,EBIO 569 001,15203,"Miller, Thomas E.",3,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,2.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Fall 12,EBIO 585 001,15211,"Siemann, Evan H.",19,,,1.63,1.50,1.38,1.50,1.63,1.50,1.63,1.63,1.63,1.50,1.38,1.63,1.50,2.50,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,3
Fall 12,EBIO 591 001,15213,"Siemann, Evan H.",6,,,1.75,1.75,1.00,1.75,1.75,1.50,1.50,1.50,1.50,1.25,1.25,1.00,1.25,3.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
Fall 12,EBIO 801 001,15221,"Dunham, Amy E.",3,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0
Fall 12,EBIO 801 003,15223,"Kohn, Hans M.",4,,,1.67,1.67,1.67,1.67,2.33,2.00,1.67,1.67,1.67,1.00,1.00,1.67,1.00,3.50,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
Fall 12,EBIO 801 004,15224,"Putnam, Nicholas H.",3,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Fall 12,EBIO 801 008,15228,"Siemann, Evan H.",4,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Fall 12,EBIO 801 009,15421,"Whitney, Kenneth D.",2,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Fall 12,ECON 201 002,15665,"Brown, James N.",120,,,1.59,1.98,1.37,1.49,1.51,1.59,1.71,1.77,1.50,2.06,2.14,1.48,1.98,3.10,116,116,115,116,116,115,115,115,115,116,114,116,114,116,116,100,47
Fall 12,ECON 201 003,15666,"Brown, James N.",91,,,1.58,1.98,1.23,1.29,1.49,1.46,1.58,1.57,1.40,2.06,2.10,1.60,1.93,2.96,89,88,87,89,89,89,89,88,89,89,89,89,87,89,89,70,39
Fall 12,ECON 205 001,15667,"Moulin, Herve J.",104,,,1.92,2.23,1.60,2.23,2.19,2.27,2.26,2.18,1.85,2.32,2.22,1.97,2.30,2.65,93,93,93,93,93,93,93,93,93,93,93,93,92,92,93,72,52
Fall 12,ECON 243 001,15673,"Hartley, Peter R.",46,,,1.64,2.05,1.54,1.77,1.95,1.90,1.90,1.89,1.51,1.85,2.03,1.58,1.95,3.72,39,39,39,39,39,39,39,38,39,39,40,38,37,39,39,39,17
Fall 12,ECON 301 001,15668,"Dudey, Marc P.",38,,,2.33,2.87,2.00,2.45,2.50,2.90,2.97,2.79,2.17,2.87,2.90,2.41,2.93,2.60,30,30,29,29,30,30,30,29,30,30,29,29,29,30,30,27,20
Fall 12,ECON 301 002,15669,"Bejan, Camelia M.",34,,,2.50,3.13,2.47,2.77,2.93,3.00,3.03,2.90,2.73,2.77,2.83,2.17,2.97,3.27,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,27,13
Fall 12,ECON 303 001,15670,"Loch-Temzelides, Ted P.",57,,,1.60,1.77,1.54,1.60,1.75,1.90,1.94,1.79,1.48,1.90,2.31,2.20,2.00,2.50,52,52,52,52,51,52,52,52,52,52,52,51,51,52,52,51,18
Fall 12,ECON 303 002,15671,"Nezami Narajabad, Borghan",18,,,1.56,2.13,1.44,2.00,1.94,2.19,2.06,2.07,1.63,1.94,1.94,2.00,2.19,2.80,16,16,16,16,16,16,16,15,16,16,16,16,16,15,16,16,8
Fall 12,ECON 307 001,15672,"Guerra, Rudy",7,J7,62,2.53,2.29,2.90,1.92,1.86,2.18,2.33,2.35,1.82,2.77,2.17,1.83,2.57,3.57,51,51,51,50,51,51,51,48,51,52,52,52,51,51,52,47,22
Fall 12,ECON 309 001,16965,"Sickles, Robin",38,,,2.45,2.73,2.19,2.52,2.75,2.67,2.64,2.73,2.39,2.52,2.42,2.28,2.73,3.34,33,33,31,33,32,33,33,33,33,33,33,32,33,32,33,33,13
Fall 12,ECON 401 001,15705,"Xiong, Siyang",58,,,2.64,3.50,1.98,3.08,2.94,3.14,3.28,3.32,2.56,3.08,3.10,2.40,3.43,3.02,50,50,50,49,50,50,50,50,50,49,49,50,47,50,49,51,17
Fall 12,ECON 421 001,17918,"Green, Russell A.",20,,,1.87,2.00,1.60,1.60,1.60,1.93,1.87,1.87,1.73,2.13,2.00,1.80,2.07,2.80,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3
Fall 12,ECON 437 001,12397,"Medlock, Kenneth B.",69,L7,69,1.76,1.66,2.08,1.93,1.85,1.80,1.68,1.80,1.53,1.76,1.59,1.51,1.73,3.36,59,59,59,59,59,59,59,59,58,59,59,59,59,58,58,54,20
Fall 12,ECON 439 001,17919,"Brito, Dagobert L.",25,,,2.11,2.50,1.89,2.28,2.28,2.33,2.33,2.42,2.28,2.78,2.50,2.50,2.67,2.83,18,18,18,18,18,18,18,19,18,18,18,18,18,18,17,19,8
